Indicator Name,Indicator Code,numCountries
"PPG, private creditors (NTR, current US$)",DT.NTR.PRVT.CD,132
"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,132
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,201
"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,206
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,206
"Preprimary education, duration (years)",SE.PRE.DURS,255
"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,21
"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,68
Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,99
Present value of external debt (current US$),DT.DOD.PVLX.CD,118
Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,231
Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,231
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,231
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,235
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,124
"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,124
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,127
"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,168
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,135
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,136
"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,155
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,133
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,134
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,171
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,136
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,137
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,150
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,171
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,137
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,138
"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,171
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,135
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,136
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,192
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,228
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,228
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,230
"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,246
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,242
"Primary income on FDI, payments (current US$)",BX.KLT.DREM.CD.DT,132
"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,239
"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,239
"Principal arrears, long-term DOD (US$)",DT.AXA.DPPG.CD,132
"Principal arrears, official creditors (current US$)",DT.AXA.OFFT.CD,132
"Principal arrears, private creditors (current US$)",DT.AXA.PRVT.CD,132
Principal forgiven (current US$),DT.AXF.DPPG.CD,132
"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,132
"Principal repayments on external debt, long-term + IMF (AMT, current US$)",DT.AMT.DLTF.CD,132
"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,132
"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,132
Principal rescheduled (current US$),DT.AXR.DPPG.CD,132
"Principal rescheduled, official (current US$)",DT.AXR.OFFT.CD,132
"Principal rescheduled, private (current US$)",DT.AXR.PRVT.CD,131
Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,234
Procedures to build a warehouse (number),IC.WRH.PROC,232
Procedures to register property (number),IC.PRP.PROC,230
Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,223
"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,223
"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,223
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,238
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS,150
Public and publicly guaranteed debt service (% of GNI),DT.TDS.DPPG.GN.ZS,155
Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,234
Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,224
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,226
Pupil-teacher ratio in pre-primary education (headcount basis),SE.PRE.ENRL.TC.ZS,237
Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS,243
Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,237
"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,215
"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,192
"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,212
"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,191
Rail lines (total route-km),IS.RRS.TOTL.KM,156
"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,141
"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,136
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,232
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,225
Real effective exchange rate index (2010 = 100),PX.REX.REER,94
Real interest rate (%),FR.INR.RINR,175
Refugee population by country or territory of asylum,SM.POP.REFG,233
Refugee population by country or territory of origin,SM.POP.REFG.OR,250
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,241
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,235
Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,228
"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,228
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,169
Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,153
"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,186
"Residual, debt stock-flow reconciliation (current US$)",DT.DOD.RSDL.CD,132
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,195
"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,154
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,232
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,232
"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,103
Rural land area (sq. km),AG.LND.TOTL.RU.K2,225
Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,223
Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,225
Rural population,SP.RUR.TOTL,261
Rural population (% of total population),SP.RUR.TOTL.ZS,261
Rural population growth (annual %),SP.RUR.TOTL.ZG,255
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,225
Rural poverty gap at national poverty lines (%),SI.POV.RUGP,79
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,100
S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,84
"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,238
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,236
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,238
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,229
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,238
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,229
"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,236
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,236
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,213
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,236
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,213
"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,233
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,233
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,233
Scientific and technical journal articles,IP.JRN.ARTC.SC,240
"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,244
"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,238
"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,239
"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,238
Secure Internet servers,IT.NET.SECR,259
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,259
"Self-employed, female (% of females employed)",SL.EMP.SELF.FE.ZS,200
"Self-employed, male (% of males employed)",SL.EMP.SELF.MA.ZS,200
"Self-employed, total (% of total employed)",SL.EMP.SELF.ZS,202
"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,235
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,238
"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,235
"Services, etc., value added (annual % growth)",NV.SRV.TETC.KD.ZG,229
"Services, etc., value added (constant 2010 US$)",NV.SRV.TETC.KD,226
"Services, etc., value added (constant LCU)",NV.SRV.TETC.KN,185
"Services, etc., value added (current LCU)",NV.SRV.TETC.CN,193
"Services, etc., value added (current US$)",NV.SRV.TETC.CD,235
SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,168
"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,200
"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,200
"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,200
"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,200
"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,200
"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,200
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,239
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,130
"Share of youth not in education, employment, or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,130
"Share of youth not in education, employment, or training, total (% of youth population)",SL.UEM.NEET.ZS,132
"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,149
Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,132
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,149
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,162
"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,160
Social contributions (% of revenue),GC.REV.SOCL.ZS,137
Social contributions (current LCU),GC.REV.SOCL.CN,117
Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,176
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,219
Start-up procedures to register a business (number),IC.REG.PROC,234
"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,152
"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,152
"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,156
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,234
Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,194
Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,150
Surface area (sq. km),AG.SRF.TOTL.K2,263
"Survey mean consumption or income per capita, bottom 40% of population (2005 PPP $ per day)",SI.SPR.PC40.05,4
"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",SI.SPR.PC40,83
"Survey mean consumption or income per capita, total population (2005 PPP $ per day)",SI.SPR.PCAP.05,4
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,83
"Survival rate to Grade 5 of primary education, both sexes (%)",SE.PRM.PRS5.ZS,195
"Survival rate to the last grade of primary education, both sexes (%)",SE.PRM.PRSL.ZS,227
"Survival rate to the last grade of primary education, female (%)",SE.PRM.PRSL.FE.ZS,224
"Survival rate to the last grade of primary education, male (%)",SE.PRM.PRSL.MA.ZS,224
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,240
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,240
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,200
"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,200
"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,200
"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,200
"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,200
"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,200
"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,200
"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,200
"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,200
"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,200
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,200
"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,200
Tax payments (number),IC.TAX.PAYM,234
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,196
Tax revenue (current LCU),GC.TAX.TOTL.CN,154
Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,86
Taxes on exports (current LCU),GC.TAX.EXPT.CN,86
Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,197
Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,149
Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,153
"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,196
"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,152
"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,152
Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,194
Taxes on international trade (current LCU),GC.TAX.INTT.CN,151
"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,248
"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,244
"Teachers in secondary education, female (number)",SE.SEC.TCHR.FE,243
"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,165
Technicians in R&D (per million people),SP.POP.TECH.RD.P6,120
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,92
Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,174
Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,255
Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,255
"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,226
Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN,146
Theoretical duration of primary education (years),SE.PRM.DURS,255
Theoretical duration of secondary education (years),SE.SEC.DURS,250
Time required to build a warehouse (days),IC.WRH.DURS,232
Time required to enforce a contract (days),IC.LGL.DURS,234
Time required to get electricity (days),IC.ELC.TIME,234
Time required to obtain an operating license (days),IC.FRM.DURS,180
Time required to register property (days),IC.PRP.DURS,230
Time required to start a business (days),IC.REG.DURS,234
Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,189
Time to export (days),IC.EXP.DURS,230
Time to import (days),IC.IMP.DURS,230
Time to prepare and pay taxes (hours),IC.TAX.DURS,234
Time to resolve insolvency (years),IC.ISV.DURS,213
Total amount of debt rescheduled (current US$),DT.TXR.DPPG.CD,132
Total change in external debt stocks (current US$),DT.DOD.DECT.CD.CG,132
"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,130
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,154
Total fisheries production (metric tons),ER.FSH.PROD.MT,257
Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,245
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,249
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,233
Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,156
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,184
Total reserves in months of imports,FI.RES.TOTL.MO,227
Total reserves minus gold (current US$),FI.RES.XGLD.CD,185
Total tax rate (% of commercial profits),IC.TAX.TOTL.CP.ZS,234
Trade (% of GDP),NE.TRD.GNFS.ZS,240
Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,235
"Trademark applications, direct nonresident",IP.TMK.NRES,206
"Trademark applications, direct resident",IP.TMK.RESD,203
"Trademark applications, total",IP.TMK.TOTL,216
Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,106
"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,100
"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,100
Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,132
"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,124
"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,106
Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,101
"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,94
"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,94
Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,235
Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,237
"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,235
"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,237
Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,234
Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,236
"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,234
"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,236
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,229
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,224
"Undisbursed external debt, official creditors (UND, current US$)",DT.UND.OFFT.CD,132
"Undisbursed external debt, private creditors (UND, current US$)",DT.UND.PRVT.CD,132
"Undisbursed external debt, total (UND, current US$)",DT.UND.DPPG.CD,132
Unemployment with primary education (% of total unemployment),SL.UEM.PRIM.ZS,158
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,156
"Unemployment with primary education, male (% of male unemployment)",SL.UEM.PRIM.MA.ZS,156
Unemployment with secondary education (% of total unemployment),SL.UEM.SECO.ZS,158
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,156
"Unemployment with secondary education, male (% of male unemployment)",SL.UEM.SECO.MA.ZS,156
Unemployment with tertiary education (% of total unemployment),SL.UEM.TERT.ZS,158
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,156
"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,156
"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,219
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,230
"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,219
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,230
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,219
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,232
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,219
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,201
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,219
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,201
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,219
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,203
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,170
Urban land area (sq. km),AG.LND.TOTL.UR.K2,225
Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,223
Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,225
Urban population,SP.URB.TOTL,261
Urban population (% of total),SP.URB.TOTL.IN.ZS,261
Urban population growth (annual %),SP.URB.GROW,261
Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,225
Urban poverty gap at national poverty lines (%),SI.POV.URGP,79
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,102
"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,132
Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,70
Value lost due to electrical outages (% of sales),IC.FRM.OUTG.ZS,182
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,104
"Vulnerable employment, female (% of female employment)",SL.EMP.VULN.FE.ZS,176
"Vulnerable employment, male (% of male employment)",SL.EMP.VULN.MA.ZS,176
"Vulnerable employment, total (% of total employment)",SL.EMP.VULN.ZS,177
"Wage and salaried workers, female (% of females employed)",SL.EMP.WORK.FE.ZS,201
"Wage and salaried workers, total (% of total employed)",SL.EMP.WORK.ZS,214
"Wage and salary workers, male (% of males employed)",SL.EMP.WORK.MA.ZS,201
Wanted fertility rate (births per woman),SP.DYN.WFRT,101
"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,222
Wholesale price index (2010 = 100),FP.WPI.TOTL,85
Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,122
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,102
Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,75
Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,75
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,75
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,76
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,75
Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,123
"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,203
